matrix,Nrows,Ncols,Nnnz,AvgNnnz,Density,MaxRowNnnz,MinRowNnnz,StdRowNnnz,NDiags,NTrueDiags,AvgNnnzDia,AvgNnnzELL,AvgNnnzHyb,AvgNnnzHdc
finance256,37376,37376,298496,7.9863,0.000213675,55,3,6.2778,23995,5,0.000332832,0.145205,1.07565,0.440931
fl2010,484481,484481,2.34629e+06,4.8429,9.99606e-06,177,1,3.48066,73850,0,6.55775e-05,0.027361,1.11984,0.867731
Flan_1565,1.56479e+06,1.56479e+06,1.17406e+08,75.0297,4.79486e-05,81,24,11.4317,41405,29,0.00181209,0.926293,2.96925,0.707736
flickr,820878,820878,9.83721e+06,11.9838,1.45987e-05,10272,0,87.7274,911647,0,1.31452e-05,0.00116664,0.567452,0.473804
flowmeter0,9669,9669,67391,6.9698,0.00072084,11,4,0.392185,801,7,0.00870137,0.633618,9.2677,0.479283
flowmeter5,9669,9669,67391,6.9698,0.00072084,11,4,0.392185,801,7,0.00870137,0.633618,9.2677,0.479283
foldoc,13356,13356,120238,9.00255,0.000674045,102,3,3.77526,19411,6,0.000463786,0.0882603,1.218,0.320576
football,35,35,118,3.37143,0.0963265,10,0,2.88925,52,0,0.0648352,0.337143,1.0653,0.402299
ford1,18728,18728,101576,5.42375,0.000289607,20,3,1.64919,11555,3,0.000469386,0.271188,1.16216,0.460839
ford2,100196,100196,544688,5.43622,5.42559e-05,30,2,1.55823,58039,3,9.3665e-05,0.181207,1.23506,0.469246
fp,7548,7548,848553,112.421,0.0148941,957,18,207.825,15034,3,0.00747778,0.117472,0.928686,0.331337
fpga_dcop_01,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_02,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_03,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_04,1220,1220,5884,4.82295,0.00395324,36,1,4.01409,1600,3,0.00301434,0.133971,1.10111,0.341176
fpga_dcop_05,1220,1220,5852,4.79672,0.00393174,36,1,4.02142,1600,3,0.00299795,0.133242,1.09534,0.34078
fpga_dcop_06,1220,1220,5860,4.80328,0.00393711,36,1,4.01889,1597,3,0.00300769,0.133424,1.09658,0.341165
fpga_dcop_07,1220,1220,5855,4.79918,0.00393375,36,1,4.02062,1599,3,0.00300136,0.133311,1.09589,0.340913
fpga_dcop_08,1220,1220,5888,4.82623,0.00395593,36,1,4.01342,1601,3,0.00301451,0.134062,1.10192,0.341129
fpga_dcop_09,1220,1220,5888,4.82623,0.00395593,36,1,4.01342,1601,3,0.00301451,0.134062,1.10192,0.341129
fpga_dcop_10,1220,1220,5884,4.82295,0.00395324,36,1,4.0145,1600,3,0.00301434,0.133971,1.10122,0.341176
fpga_dcop_11,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_12,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_13,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_14,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_15,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_16,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_17,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_18,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_19,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_20,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_21,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_22,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_23,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_24,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_25,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_26,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_27,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_28,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_29,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_30,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_31,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_32,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_33,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_34,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_35,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_36,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_37,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_38,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_39,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_40,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_41,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_42,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_43,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_44,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_45,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_46,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_47,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_48,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_49,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_50,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_dcop_51,1220,1220,5892,4.82951,0.00395861,36,1,4.01274,1601,3,0.00301656,0.134153,1.10272,0.341178
fpga_trans_01,1220,1220,7382,6.05082,0.00495969,50,1,5.91184,1989,3,0.00304214,0.121016,1.0035,0.320136
fpga_trans_02,1220,1220,7382,6.05082,0.00495969,50,1,5.91184,1989,3,0.00304214,0.121016,1.0035,0.320136
freeFlyingRobot_1,798,798,5246,6.57393,0.00823801,161,1,6.09235,345,11,0.0190549,0.0408319,1.03428,0.323434
freeFlyingRobot_10,5218,5218,40080,7.6811,0.00147204,1045,1,14.8179,2125,11,0.00361464,0.00735034,0.728688,0.352457
freeFlyingRobot_11,5438,5438,40054,7.36558,0.00135446,1089,1,15.0462,2209,11,0.00333435,0.00676361,0.724806,0.34511
freeFlyingRobot_12,5578,5578,41940,7.51882,0.00134794,1117,1,15.2694,2267,11,0.00331664,0.00673127,0.723693,0.348743
freeFlyingRobot_13,5718,5718,43994,7.69395,0.00134557,1145,1,15.5017,2325,11,0.00330923,0.00671961,0.721498,0.352811
freeFlyingRobot_14,5958,5958,43298,7.2672,0.00121974,1193,1,15.7207,2421,11,0.00300174,0.00609154,0.719683,0.342683
freeFlyingRobot_15,6038,6038,43378,7.18417,0.00118983,1209,1,15.8053,2451,11,0.00293112,0.00594224,0.71843,0.340686
freeFlyingRobot_16,6078,6078,44006,7.24021,0.00119122,1217,1,15.8736,2469,11,0.00293245,0.00594923,0.718602,0.342032
freeFlyingRobot_2,1338,1338,11600,8.66966,0.00647956,269,1,8.25482,573,15,0.0151303,0.0322292,1.02372,0.317741
freeFlyingRobot_3,1718,1718,12922,7.52154,0.00437808,345,1,8.92031,725,11,0.0103745,0.0218016,0.936917,0.347455
freeFlyingRobot_4,2358,2358,18218,7.72604,0.00327652,473,1,10.213,977,15,0.00790792,0.0163341,0.885417,0.298556
freeFlyingRobot_5,2878,2878,24582,8.54135,0.00296781,577,1,11.372,1189,15,0.00718364,0.014803,0.874348,0.316047
freeFlyingRobot_6,3358,3358,27030,8.04943,0.00239709,673,1,12.1105,1381,15,0.0058287,0.0119605,0.831168,0.305785
freeFlyingRobot_7,3918,3918,31046,7.92394,0.00202245,785,1,12.9694,1605,15,0.00493703,0.0100942,0.782035,0.303139
freeFlyingRobot_8,4398,4398,34958,7.94861,0.00180732,881,1,13.6883,1795,15,0.0044282,0.00902226,0.763367,0.30378
freeFlyingRobot_9,4778,4778,39964,8.36417,0.00175056,957,1,14.3241,1949,15,0.00429152,0.00873999,0.768756,0.312682
Freescale1,3.42876e+06,3.42876e+06,1.89203e+07,5.51814,1.60937e-06,27,1,2.07496,4.07112e+06,3,1.35543e-06,0.204376,1.27392,0.366165
Freescale2,2.99935e+06,2.99935e+06,2.30427e+07,7.68256,2.56141e-06,30167,1,37.494,1.54528e+06,3,4.97161e-06,0.000254668,0.5024,0.524741
fs_183_1,183,183,1069,5.84153,0.0319209,72,2,9.11505,304,1,0.0192156,0.0811324,0.905702,0.353741
fs_183_3,183,183,1069,5.84153,0.0319209,72,2,9.11505,304,1,0.0192156,0.0811324,0.905702,0.353741
fs_183_4,183,183,1069,5.84153,0.0319209,72,2,9.11505,304,1,0.0192156,0.0811324,0.905702,0.353741
fs_183_6,183,183,1069,5.84153,0.0319209,72,2,9.11505,304,1,0.0192156,0.0811324,0.905702,0.353741
fs_541_1,541,541,4285,7.92052,0.0146405,11,1,1.85898,550,13,0.0144009,0.720047,1.72876,0.275185
fs_541_2,541,541,4285,7.92052,0.0146405,11,1,1.85898,550,13,0.0144009,0.720047,1.72876,0.275185
fs_541_3,541,541,4285,7.92052,0.0146405,11,1,1.85898,550,13,0.0144009,0.720047,1.72876,0.275185
fs_541_4,541,541,4285,7.92052,0.0146405,11,1,1.85898,550,13,0.0144009,0.720047,1.72876,0.275185
fs_680_1,680,680,2646,3.89118,0.00572232,8,1,1.88724,22,5,0.176872,0.486397,1.26306,0.432908
fs_680_2,680,680,2646,3.89118,0.00572232,8,1,1.88724,22,5,0.176872,0.486397,1.26306,0.432908
fs_680_3,680,680,2646,3.89118,0.00572232,8,1,1.88724,22,5,0.176872,0.486397,1.26306,0.432908
fs_760_1,760,760,5976,7.86316,0.0103463,21,3,4.44169,72,6,0.109211,0.374436,1.20738,0.540571
fs_760_2,760,760,5976,7.86316,0.0103463,21,3,4.44169,72,6,0.109211,0.374436,1.20738,0.540571
fs_760_3,760,760,5976,7.86316,0.0103463,21,3,4.44169,72,6,0.109211,0.374436,1.20738,0.540571
fullb,199187,199187,1.17081e+07,58.7793,0.000295096,144,18,12.6633,257749,65,0.000228049,0.40819,1.24274,0.29416
FullChip,2.98701e+06,2.98701e+06,2.6622e+07,8.91258,2.98378e-06,2.31248e+06,1,1806.8,5.77495e+06,3,1.54332e-06,3.85412e-06,0.0217287,0.305814
fv1,9604,9604,85264,8.87797,0.000924403,9,4,0.59613,9,9,0.986441,0.986441,9.53887,0.496587
fv2,9801,9801,87025,8.8792,0.000905948,9,4,0.593211,9,9,0.986577,0.986577,9.60311,0.496622
fv3,9801,9801,87025,8.8792,0.000905948,9,4,0.593211,9,9,0.986577,0.986577,9.60311,0.496622
fxm3_6,5026,5026,94026,18.7079,0.00372223,129,4,14.3157,3381,21,0.00553325,0.145023,1.12302,0.358289
fxm4_6,18892,18892,497844,26.3521,0.00139488,309,4,26.0966,13131,27,0.00200686,0.0852819,1.00334,0.367889
G1,800,800,38352,47.94,0.059925,67,27,6.31656,1566,0,0.030613,0.715522,1.80171,0.338123
G10,800,800,38352,47.94,0.059925,70,30,6.64785,1560,0,0.0307308,0.684857,1.79029,0.338983
G11,800,800,3200,4,0.005,4,4,0,8,4,0.5,1,1,0.498753
G12,800,800,3200,4,0.005,4,4,0,8,4,0.5,1,1,0.498753
G13,800,800,3200,4,0.005,4,4,0,8,4,0.5,1,1,0.498753
G14,800,800,9388,11.735,0.0146687,132,5,11.5354,1528,0,0.00767997,0.0889015,1.0047,0.343643
G15,800,800,9322,11.6525,0.0145656,153,4,12.114,1516,0,0.00768635,0.0761601,0.989759,0.345423
G16,800,800,9344,11.68,0.0146,123,5,11.572,1506,0,0.00775564,0.0949593,1.00243,0.346921
G17,800,800,9334,11.6675,0.0145844,143,5,11.7828,1518,0,0.0076861,0.0815909,0.997486,0.345125
G18,800,800,9388,11.735,0.0146687,132,5,11.5354,1528,0,0.00767997,0.0889015,1.0047,0.343643
G19,800,800,9322,11.6525,0.0145656,153,4,12.114,1516,0,0.00768635,0.0761601,0.989759,0.345423
G2,800,800,38352,47.94,0.059925,66,28,6.51701,1572,0,0.0304962,0.726364,1.80177,0.337268
G20,800,800,9344,11.68,0.0146,123,5,11.572,1506,0,0.00775564,0.0949593,1.00243,0.346921
G21,800,800,9334,11.6675,0.0145844,143,5,11.7828,1518,0,0.0076861,0.0815909,0.997486,0.345125
G22,2000,2000,39980,19.99,0.009995,37,7,4.54378,3782,0,0.00528556,0.54027,1.71035,0.345901
G23,2000,2000,39980,19.99,0.009995,36,4,4.35889,3798,0,0.0052633,0.555278,1.70319,0.344947
G24,2000,2000,39980,19.99,0.009995,38,6,4.53882,3810,0,0.00524672,0.526053,1.70062,0.344234
G25,2000,2000,39980,19.99,0.009995,39,8,4.50476,3776,0,0.00529396,0.512564,1.67998,0.34626
G26,2000,2000,39980,19.99,0.009995,40,7,4.5619,3804,0,0.00525499,0.49975,1.68121,0.34459
G27,2000,2000,39980,19.99,0.009995,37,7,4.54378,3782,0,0.00528556,0.54027,1.71035,0.345901
G28,2000,2000,39980,19.99,0.009995,35,8,4.41462,3814,0,0.00524122,0.571143,1.69333,0.343997
G29,2000,2000,39980,19.99,0.009995,38,6,4.53882,3810,0,0.00524672,0.526053,1.70062,0.344234
G2_circuit,150102,150102,726674,4.8412,3.22527e-05,6,2,0.639641,23389,5,0.000206986,0.806867,3.09064,0.456915
G3,800,800,38352,47.94,0.059925,69,30,6.65818,1564,0,0.0306522,0.694783,1.77965,0.338409
G30,2000,2000,39980,19.99,0.009995,39,8,4.50476,3776,0,0.00529396,0.512564,1.67998,0.34626
G31,2000,2000,39980,19.99,0.009995,40,7,4.5619,3804,0,0.00525499,0.49975,1.68121,0.34459
G32,2000,2000,8000,4,0.002,4,4,0,8,4,0.5,1,1,0.4995
G33,2000,2000,8000,4,0.002,4,4,0,8,4,0.5,1,1,0.4995
G34,2000,2000,8000,4,0.002,4,4,0,8,4,0.5,1,1,0.4995
G35,2000,2000,23556,11.778,0.005889,210,4,13.7584,3832,0,0.00307359,0.0560857,0.958654,0.342936
G36,2000,2000,23532,11.766,0.005883,326,4,13.6138,3792,0,0.00310285,0.036092,0.95954,0.345304
G37,2000,2000,23570,11.785,0.0058925,279,4,13.9875,3822,0,0.00308346,0.0422401,0.953576,0.343525
G38,2000,2000,23558,11.779,0.0058895,249,4,13.893,3810,0,0.0030916,0.0473052,0.953619,0.344234
G39,2000,2000,23556,11.778,0.005889,210,4,13.7584,3832,0,0.00307359,0.0560857,0.958654,0.342936
G3_circuit,1.58548e+06,1.58548e+06,7.66083e+06,4.83187,3.04758e-06,6,2,0.641881,317135,5,1.5236e-05,0.805312,3.05936,0.447464
g3rmt3m3,5357,5357,207695,38.7708,0.0072374,48,7,7.05805,4737,61,0.00818467,0.807724,2.50042,0.290172
G4,800,800,38352,47.94,0.059925,75,29,6.67225,1558,0,0.0307702,0.6392,1.8139,0.339271
G40,2000,2000,23532,11.766,0.005883,326,4,13.6138,3792,0,0.00310285,0.036092,0.95954,0.345304
G41,2000,2000,23570,11.785,0.0058925,279,4,13.9875,3822,0,0.00308346,0.0422401,0.953576,0.343525
G42,2000,2000,23558,11.779,0.0058895,249,4,13.893,3810,0,0.0030916,0.0473052,0.953619,0.344234
G43,1000,1000,19980,19.98,0.01998,36,7,4.42398,1902,0,0.0105047,0.555,1.70481,0.34459
G44,1000,1000,19980,19.98,0.01998,37,7,4.475,1892,0,0.0105603,0.54,1.68973,0.345781
G45,1000,1000,19980,19.98,0.01998,35,6,4.33931,1896,0,0.010538,0.570857,1.71368,0.345304
G46,1000,1000,19980,19.98,0.01998,35,8,4.25225,1908,0,0.0104717,0.570857,1.70894,0.343879
G47,1000,1000,19980,19.98,0.01998,34,8,4.38447,1872,0,0.0106731,0.587647,1.68762,0.348189
G48,3000,3000,12000,4,0.00133333,4,4,0,8,4,0.5,1,1,0.499667
G49,3000,3000,12000,4,0.00133333,4,4,0,8,4,0.5,1,1,0.499667
G5,800,800,38352,47.94,0.059925,70,30,6.64785,1560,0,0.0307308,0.684857,1.79029,0.338983
G50,3000,3000,12000,4,0.00133333,4,4,0,8,4,0.5,1,1,0.499667
G51,1000,1000,11818,11.818,0.011818,156,5,12.9296,1908,0,0.00619392,0.0757564,0.975322,0.343879
G52,1000,1000,11832,11.832,0.011832,171,5,12.4001,1894,0,0.0062471,0.069193,0.987343,0.345543
G53,1000,1000,11828,11.828,0.011828,136,5,12.4202,1892,0,0.00625159,0.0869706,0.986419,0.345781
G54,1000,1000,11832,11.832,0.011832,136,5,12.387,1884,0,0.00628025,0.087,0.987402,0.346741
G55,5000,5000,24996,4.9992,0.00099984,15,0,2.25956,7934,0,0.000630098,0.33328,1.43235,0.386578
G56,5000,5000,24996,4.9992,0.00099984,15,0,2.25956,7934,0,0.000630098,0.33328,1.43235,0.386578
G57,5000,5000,20000,4,0.0008,4,4,0,8,4,0.5,1,1,0.4998
G58,5000,5000,59140,11.828,0.0023656,561,4,15.7646,9522,0,0.00124218,0.0210838,0.92002,0.344305
G59,5000,5000,59140,11.828,0.0023656,561,4,15.7646,9522,0,0.00124218,0.0210838,0.92002,0.344305
G6,800,800,38352,47.94,0.059925,67,27,6.31656,1566,0,0.030613,0.715522,1.80171,0.338123
G60,7000,7000,34296,4.89943,0.000699918,14,0,2.18348,11116,0,0.000440755,0.349959,1.4282,0.386399
G61,7000,7000,34296,4.89943,0.000699918,14,0,2.18348,11116,0,0.000440755,0.349959,1.4282,0.386399
G62,7000,7000,28000,4,0.000571429,4,4,0,8,4,0.5,1,1,0.499857
G63,7000,7000,82918,11.8454,0.0016922,589,4,16.2534,13326,0,0.000888896,0.0201111,0.909931,0.344387
G64,7000,7000,82918,11.8454,0.0016922,589,4,16.2534,13326,0,0.000888896,0.0201111,0.909931,0.344387
G65,8000,8000,32000,4,0.0005,4,4,0,8,4,0.5,1,1,0.499875
G66,9000,9000,36000,4,0.000444444,4,4,0,8,4,0.5,1,1,0.499889
G67,10000,10000,40000,4,0.0004,4,4,0,8,4,0.5,1,1,0.4999
G7,800,800,38352,47.94,0.059925,66,28,6.51701,1572,0,0.0304962,0.726364,1.80177,0.337268
g7jac010,2880,2880,19635,6.81771,0.00236726,36,2,6.35346,1002,2,0.0068041,0.189381,1.02663,0.609542
g7jac010sc,2880,2880,19635,6.81771,0.00236726,36,2,6.35346,1002,2,0.0068041,0.189381,1.02663,0.609542
g7jac020,5850,5850,45465,7.77179,0.00132851,60,2,8.48585,1752,2,0.00443596,0.12953,0.967836,0.642473
g7jac020sc,5850,5850,45465,7.77179,0.00132851,60,2,8.48585,1752,2,0.00443596,0.12953,0.967836,0.642473
g7jac040,11790,11790,114671,9.72612,0.000824947,120,2,14.5927,3374,2,0.00288267,0.081051,0.913153,0.670404
g7jac040sc,11790,11790,114671,9.72612,0.000824947,120,2,14.5927,3374,2,0.00288267,0.081051,0.913153,0.670404
g7jac050sc,14760,14760,157990,10.7039,0.000725198,149,2,17.3917,4124,2,0.00259552,0.0718385,0.886818,0.682074
g7jac060,17730,17730,203316,11.4673,0.000646776,153,2,19.3037,4180,2,0.00274338,0.07495,0.871692,0.709193
g7jac060sc,17730,17730,203316,11.4673,0.000646776,153,2,19.3037,4180,2,0.00274338,0.07495,0.871692,0.709193
g7jac080,23670,23670,293976,12.4198,0.000524705,153,2,21.4136,4180,2,0.00297124,0.081175,0.863888,0.747639
g7jac080sc,23670,23670,293976,12.4198,0.000524705,153,2,21.4136,4180,2,0.00297124,0.081175,0.863888,0.747639
g7jac100,29610,29610,384636,12.9901,0.000438706,153,2,22.5636,4180,2,0.00310767,0.0849024,0.857256,0.772162
g7jac100sc,29610,29610,384636,12.9901,0.000438706,153,2,22.5636,4180,2,0.00310767,0.0849024,0.857256,0.772162
g7jac120,35550,35550,475296,13.3698,0.000376084,153,2,23.2901,4180,2,0.00319851,0.0873842,0.864946,0.789194
g7jac120sc,35550,35550,475296,13.3698,0.000376084,153,2,23.2901,4180,2,0.00319851,0.0873842,0.864946,0.789194
g7jac140,41490,41490,565956,13.6408,0.000328773,153,2,23.7913,4180,2,0.00326334,0.0891554,0.862336,0.80172
g7jac140sc,41490,41490,565956,13.6408,0.000328773,153,2,23.7913,4180,2,0.00326334,0.0891554,0.862336,0.80172
g7jac160,47430,47430,656616,13.8439,0.000291881,153,2,24.1581,4180,2,0.00331194,0.090483,0.860494,0.811322
g7jac160sc,47430,47430,656616,13.8439,0.000291881,153,2,24.1581,4180,2,0.00331194,0.090483,0.860494,0.811322
g7jac180,53370,53370,747276,14.0018,0.000262353,153,2,24.4383,4180,2,0.00334971,0.091515,0.859403,0.818919
g7jac180sc,53370,53370,747276,14.0018,0.000262353,153,2,24.4383,4180,2,0.00334971,0.091515,0.859403,0.818919
g7jac200,59310,59310,837936,14.1281,0.000238207,153,2,24.6594,4180,2,0.00337992,0.0923403,0.858317,0.825079
g7jac200sc,59310,59310,837936,14.1281,0.000238207,153,2,24.6594,4180,2,0.00337992,0.0923403,0.858317,0.825079
G8,800,800,38352,47.94,0.059925,69,30,6.65818,1564,0,0.0306522,0.694783,1.77965,0.338409
G9,800,800,38352,47.94,0.059925,75,29,6.67225,1558,0,0.0307702,0.6392,1.8139,0.339271
Ga10As10H30,113081,113081,6.11563e+06,54.0819,0.000478258,698,7,82.3771,38113,13,0.00141899,0.0774812,0.969663,0.633994
Ga19As19H42,133123,133123,8.88484e+06,66.7416,0.000501353,697,15,103.182,43585,13,0.0015313,0.0957555,0.950072,0.656992
ga2010,291086,291086,1.41806e+06,4.8716,1.6736e-05,85,1,2.96305,46538,0,0.00010468,0.057313,1.20344,0.86216
Ga3As3H12,61349,61349,5.97095e+06,97.3275,0.00158646,1622,15,224.66,34989,13,0.00278166,0.0600046,0.906986,0.586963
Ga41As41H72,268096,268096,1.84885e+07,68.9621,0.000257229,702,18,105.388,73119,13,0.000943149,0.0982367,0.949221,0.684371
GaAsH6,61349,61349,3.38181e+06,55.1241,0.000898533,1646,15,134.601,29333,13,0.00187925,0.0334897,0.962845,0.583515
GAP-road,2.39473e+07,2.39473e+07,5.77086e+07,2.40981,1.0063e-07,9,1,0.92899,3.4466e+06,0,6.99185e-07,0.267757,1.44157,0.874184
garon1,3175,3175,88927,28.0085,0.00882158,45,5,10.759,4333,15,0.006464,0.622411,1.23235,0.345357
garon2,13535,13535,390607,28.859,0.00213218,45,5,10.8196,15429,21,0.00187044,0.641312,1.2501,0.348911
gas_sensor,66917,66917,1.70336e+06,25.4549,0.000380395,33,8,3.51424,4243,19,0.00599927,0.77136,3.53979,0.552626
GD00_a,352,352,458,1.30114,0.00369641,5,0,0.866156,198,1,0.0065714,0.260227,1.18449,0.429513
GD00_c,638,638,1041,1.63166,0.00255746,49,0,3.22618,433,0,0.00376827,0.0332992,0.782,0.595705
GD01_a,311,311,645,2.07395,0.00666867,13,0,2.56573,255,0,0.00813316,0.159535,0.93246,0.54947
GD01_Acap,953,953,645,0.67681,0.000710189,13,0,1.75894,255,0,0.00265416,0.0520623,0.75254,0.788907
GD01_b,18,18,37,2.05556,0.114198,3,2,0.229061,13,3,0.15812,0.685185,1.05193,0.331673
GD01_c,33,33,135,4.09091,0.123967,12,0,3.47601,20,9,0.204545,0.340909,1.05275,0.283019
GD02_a,23,23,87,3.78261,0.164461,15,0,3.52576,37,5,0.102233,0.252174,1.02419,0.269314
GD02_b,80,80,232,2.9,0.03625,6,0,1.60935,54,5,0.0537037,0.483333,1.31443,0.299703
GD06_Java,1538,1538,8032,5.22237,0.00339556,72,0,5.96435,1849,0,0.00282443,0.0725329,0.959663,0.454089
GD06_theory,101,101,380,3.76238,0.0372512,19,2,5.11288,54,0,0.0696736,0.19802,0.962377,0.651613
GD95_a,36,36,57,1.58333,0.0439815,7,0,1.25554,26,2,0.0608974,0.22619,1.08756,0.341317
GD95_b,73,73,96,1.31507,0.0180146,20,0,3.29332,38,0,0.0346071,0.0657534,0.843554,0.657658
GD95_c,62,62,287,4.62903,0.0746618,15,2,2.51597,60,2,0.0771505,0.308602,1.19328,0.422379
GD96_a,1096,1096,1677,1.53011,0.00139609,17,0,1.33353,1016,0,0.00150601,0.0900064,1.03683,0.518939
GD96_b,111,111,193,1.73874,0.0156643,6,0,0.93685,96,0,0.0181119,0.28979,1.60796,0.536232
GD96_c,65,65,250,3.84615,0.0591716,6,2,0.845454,98,0,0.0392465,0.641026,2.29427,0.398773
GD96_d,180,180,229,1.27222,0.0070679,24,0,3.35465,135,1,0.00942387,0.0530093,0.924349,0.395183
GD97_a,84,84,332,3.95238,0.0470522,4,3,0.212959,126,0,0.0313681,0.988095,10.1077,0.4
GD97_b,47,47,264,5.61702,0.119511,25,0,4.42216,64,4,0.087766,0.224681,1.07283,0.334592
